2025-07-11 12:27:03,784 WARNING Could not load sector Financial Services: HTTP Error 404: Not Found
2025-07-11 12:27:05,022 WARNING Could not load sector Infrastructure: HTTP Error 404: Not Found
2025-07-11 12:27:05,162 WARNING Could not load sector Cement: HTTP Error 404: Not Found
2025-07-11 12:27:05,315 WARNING Could not load sector Railway: HTTP Error 404: Not Found
2025-07-11 12:27:05,457 WARNING Could not load sector Defence: HTTP Error 404: Not Found
2025-07-11 12:27:06,140 INFO Pattern scan start: 2025-07-11 13:57 IST
2025-07-11 12:28:11,977 WARNING Could not load sector Financial Services: HTTP Error 404: Not Found
2025-07-11 12:28:13,316 WARNING Could not load sector Infrastructure: HTTP Error 404: Not Found
2025-07-11 12:28:13,483 WARNING Could not load sector Cement: HTTP Error 404: Not Found
2025-07-11 12:28:13,648 WARNING Could not load sector Railway: HTTP Error 404: Not Found
2025-07-11 12:28:13,814 WARNING Could not load sector Defence: HTTP Error 404: Not Found
2025-07-11 12:28:14,168 INFO Pattern scan start: 2025-07-11 13:58 IST
2025-07-11 12:29:29,573 WARNING Could not load sector Financial Services: HTTP Error 404: Not Found
2025-07-11 12:29:30,882 WARNING Could not load sector Infrastructure: HTTP Error 404: Not Found
2025-07-11 12:29:31,032 WARNING Could not load sector Cement: HTTP Error 404: Not Found
2025-07-11 12:29:31,211 WARNING Could not load sector Railway: HTTP Error 404: Not Found
2025-07-11 12:29:31,363 WARNING Could not load sector Defence: HTTP Error 404: Not Found
2025-07-11 12:29:44,475 INFO Pattern scan start: 2025-07-11 13:59 IST
2025-07-11 12:29:45,812 WARNING Missing OHLCV columns for ABB.NS, columns found: [('Adj Close', 'ABB.NS'), ('Close', 'ABB.NS'), ('High', 'ABB.NS'), ('Low', 'ABB.NS'), ('Open', 'ABB.NS'), ('Volume', 'ABB.NS')]. Skipping.
2025-07-11 12:29:46,424 WARNING Missing OHLCV columns for ABBOTINDIA.NS, columns found: [('Adj Close', 'ABBOTINDIA.NS'), ('Close', 'ABBOTINDIA.NS'), ('High', 'ABBOTINDIA.NS'), ('Low', 'ABBOTINDIA.NS'), ('Open', 'ABBOTINDIA.NS'), ('Volume', 'ABBOTINDIA.NS')]. Skipping.
2025-07-11 12:29:46,827 WARNING Missing OHLCV columns for ADANIENSOL.NS, columns found: [('Adj Close', 'ADANIENSOL.NS'), ('Close', 'ADANIENSOL.NS'), ('High', 'ADANIENSOL.NS'), ('Low', 'ADANIENSOL.NS'), ('Open', 'ADANIENSOL.NS'), ('Volume', 'ADANIENSOL.NS')]. Skipping.
2025-07-11 12:29:47,652 WARNING Missing OHLCV columns for ADANIENT.NS, columns found: [('Adj Close', 'ADANIENT.NS'), ('Close', 'ADANIENT.NS'), ('High', 'ADANIENT.NS'), ('Low', 'ADANIENT.NS'), ('Open', 'ADANIENT.NS'), ('Volume', 'ADANIENT.NS')]. Skipping.
2025-07-11 12:29:48,359 WARNING Missing OHLCV columns for ADANIGREEN.NS, columns found: [('Adj Close', 'ADANIGREEN.NS'), ('Close', 'ADANIGREEN.NS'), ('High', 'ADANIGREEN.NS'), ('Low', 'ADANIGREEN.NS'), ('Open', 'ADANIGREEN.NS'), ('Volume', 'ADANIGREEN.NS')]. Skipping.
2025-07-11 12:29:49,254 WARNING Missing OHLCV columns for ADANIPORTS.NS, columns found: [('Adj Close', 'ADANIPORTS.NS'), ('Close', 'ADANIPORTS.NS'), ('High', 'ADANIPORTS.NS'), ('Low', 'ADANIPORTS.NS'), ('Open', 'ADANIPORTS.NS'), ('Volume', 'ADANIPORTS.NS')]. Skipping.
2025-07-11 12:29:49,963 WARNING Missing OHLCV columns for ADANIPOWER.NS, columns found: [('Adj Close', 'ADANIPOWER.NS'), ('Close', 'ADANIPOWER.NS'), ('High', 'ADANIPOWER.NS'), ('Low', 'ADANIPOWER.NS'), ('Open', 'ADANIPOWER.NS'), ('Volume', 'ADANIPOWER.NS')]. Skipping.
2025-07-11 12:29:50,359 WARNING Missing OHLCV columns for AEGISLOG.NS, columns found: [('Adj Close', 'AEGISLOG.NS'), ('Close', 'AEGISLOG.NS'), ('High', 'AEGISLOG.NS'), ('Low', 'AEGISLOG.NS'), ('Open', 'AEGISLOG.NS'), ('Volume', 'AEGISLOG.NS')]. Skipping.
2025-07-11 12:29:51,226 WARNING Missing OHLCV columns for AJANTPHARM.NS, columns found: [('Adj Close', 'AJANTPHARM.NS'), ('Close', 'AJANTPHARM.NS'), ('High', 'AJANTPHARM.NS'), ('Low', 'AJANTPHARM.NS'), ('Open', 'AJANTPHARM.NS'), ('Volume', 'AJANTPHARM.NS')]. Skipping.
2025-07-11 12:29:51,688 WARNING Missing OHLCV columns for ALKEM.NS, columns found: [('Adj Close', 'ALKEM.NS'), ('Close', 'ALKEM.NS'), ('High', 'ALKEM.NS'), ('Low', 'ALKEM.NS'), ('Open', 'ALKEM.NS'), ('Volume', 'ALKEM.NS')]. Skipping.
2025-07-11 12:29:52,425 WARNING Missing OHLCV columns for ANANTRAJ.NS, columns found: [('Adj Close', 'ANANTRAJ.NS'), ('Close', 'ANANTRAJ.NS'), ('High', 'ANANTRAJ.NS'), ('Low', 'ANANTRAJ.NS'), ('Open', 'ANANTRAJ.NS'), ('Volume', 'ANANTRAJ.NS')]. Skipping.
2025-07-11 12:29:53,312 WARNING Missing OHLCV columns for APOLLOHOSP.NS, columns found: [('Adj Close', 'APOLLOHOSP.NS'), ('Close', 'APOLLOHOSP.NS'), ('High', 'APOLLOHOSP.NS'), ('Low', 'APOLLOHOSP.NS'), ('Open', 'APOLLOHOSP.NS'), ('Volume', 'APOLLOHOSP.NS')]. Skipping.
2025-07-11 12:29:54,186 WARNING Missing OHLCV columns for ASHOKLEY.NS, columns found: [('Adj Close', 'ASHOKLEY.NS'), ('Close', 'ASHOKLEY.NS'), ('High', 'ASHOKLEY.NS'), ('Low', 'ASHOKLEY.NS'), ('Open', 'ASHOKLEY.NS'), ('Volume', 'ASHOKLEY.NS')]. Skipping.
2025-07-11 12:29:55,042 WARNING Missing OHLCV columns for ASIANPAINT.NS, columns found: [('Adj Close', 'ASIANPAINT.NS'), ('Close', 'ASIANPAINT.NS'), ('High', 'ASIANPAINT.NS'), ('Low', 'ASIANPAINT.NS'), ('Open', 'ASIANPAINT.NS'), ('Volume', 'ASIANPAINT.NS')]. Skipping.
2025-07-11 12:29:55,489 WARNING Missing OHLCV columns for ATGL.NS, columns found: [('Adj Close', 'ATGL.NS'), ('Close', 'ATGL.NS'), ('High', 'ATGL.NS'), ('Low', 'ATGL.NS'), ('Open', 'ATGL.NS'), ('Volume', 'ATGL.NS')]. Skipping.
2025-07-11 12:29:56,150 WARNING Missing OHLCV columns for AUBANK.NS, columns found: [('Adj Close', 'AUBANK.NS'), ('Close', 'AUBANK.NS'), ('High', 'AUBANK.NS'), ('Low', 'AUBANK.NS'), ('Open', 'AUBANK.NS'), ('Volume', 'AUBANK.NS')]. Skipping.
2025-07-11 12:29:57,184 WARNING Missing OHLCV columns for AUROPHARMA.NS, columns found: [('Adj Close', 'AUROPHARMA.NS'), ('Close', 'AUROPHARMA.NS'), ('High', 'AUROPHARMA.NS'), ('Low', 'AUROPHARMA.NS'), ('Open', 'AUROPHARMA.NS'), ('Volume', 'AUROPHARMA.NS')]. Skipping.
2025-07-11 12:29:57,913 WARNING Missing OHLCV columns for AXISBANK.NS, columns found: [('Adj Close', 'AXISBANK.NS'), ('Close', 'AXISBANK.NS'), ('High', 'AXISBANK.NS'), ('Low', 'AXISBANK.NS'), ('Open', 'AXISBANK.NS'), ('Volume', 'AXISBANK.NS')]. Skipping.
2025-07-11 12:29:58,755 WARNING Missing OHLCV columns for BAJAJ-AUTO.NS, columns found: [('Adj Close', 'BAJAJ-AUTO.NS'), ('Close', 'BAJAJ-AUTO.NS'), ('High', 'BAJAJ-AUTO.NS'), ('Low', 'BAJAJ-AUTO.NS'), ('Open', 'BAJAJ-AUTO.NS'), ('Volume', 'BAJAJ-AUTO.NS')]. Skipping.
2025-07-11 12:29:59,502 WARNING Missing OHLCV columns for BAJAJFINSV.NS, columns found: [('Adj Close', 'BAJAJFINSV.NS'), ('Close', 'BAJAJFINSV.NS'), ('High', 'BAJAJFINSV.NS'), ('Low', 'BAJAJFINSV.NS'), ('Open', 'BAJAJFINSV.NS'), ('Volume', 'BAJAJFINSV.NS')]. Skipping.
